temperature,humidity,rainfall,label
34.03303080583345,39.522005793290134,22.885438886432766,Summer
37.496774476680244,38.87692604435942,20.063455401853297,Summer
35.12267891402743,38.83146287830439,19.14306469706404,Summer
34.80208875027555,41.47032426228779,21.479860260740214,Summer
34.731894325583085,40.75927423486559,17.190264035603196,Summer
33.48055219889978,40.18363694728072,21.34570371441317,Summer
34.224297363199945,41.7300710322812,21.6037923984274,Summer
33.55111063228935,39.742370289468425,22.752697142752233,Summer
33.60832181212406,39.32398005220473,19.003181319281232,Summer
33.50854253854132,40.421902016809995,19.56143341126395,Summer
33.680844421122465,38.86176210497505,20.15695878844968,Summer
34.832119168085214,39.06786287901172,19.613055927757728,Summer
36.660020757380046,39.46544742382771,21.35178553068585,Summer
34.73916666607093,39.9025316389245,15.49491099949174,Summer
35.57453951412818,40.81413903594214,20.135646715959318,Summer
35.975975675169735,40.58766533411165,19.315106486040065,Summer
35.77286916955954,40.080986012558625,21.687479198611815,Summer
34.11119355778768,38.365472463174854,19.70574375286352,Summer
33.94220157728241,40.69570840573257,19.65816512239376,Summer
34.527447060318174,40.8109844879225,21.54304450056044,Summer
35.706215823855736,39.554123812911826,18.27953930399645,Summer
35.967325121089296,41.45302640237673,23.030974300797187,Summer
32.899234921165075,40.4697836822325,20.950316097376543,Summer
35.87397851335768,39.398650372702875,21.341157182709082,Summer
36.57344270150914,40.51893019679351,19.90533774815354,Summer
36.12548944716233,41.94494354934874,18.68195733901525,Summer
36.41565300271426,39.9526996529392,18.231300172198544,Summer
34.0743891421358,39.64037578176668,17.070091162960733,Summer
35.59739244304134,39.89707362027828,19.702245978138954,Summer
35.92079333055756,38.75687298093145,23.047451799224007,Summer
35.3044549585154,41.512722713183535,19.482630957260614,Summer
36.30666254108789,39.52994481490605,18.148441870309114,Summer
35.94270855097262,40.01399306309597,21.87571526037162,Summer
34.809763344163784,40.88595213515375,21.327104149746233,Summer
36.20296849500658,38.19424127965016,18.299864471080863,Summer
36.491104161528774,41.82455124768573,20.356536170654422,Summer
34.17252176180722,41.25284796374733,19.99827859212242,Summer
36.310664012443176,40.59381295114904,18.320081976200658,Summer
34.89900288470686,39.561741757645194,16.952303760558966,Summer
35.00051156877447,40.43171888398847,21.83431496830189,Summer
34.8681656684502,40.236806714909775,20.991445078090962,Summer
35.6706508845235,41.178750291456524,22.576490231014702,Summer
34.939590329047356,42.163304455360255,17.510126158172447,Summer
33.83012356965247,39.525538335871474,16.28325654965763,Summer
35.43244276321102,41.99514287147944,20.69485826751214,Summer
34.3362159430245,40.817020372811996,21.648732211877054,Summer
36.636059202568305,39.67763817983179,24.01153392905238,Summer
34.15273038124463,39.968088035029744,18.373129079171527,Summer
35.47021824884821,39.97635398226219,19.101098918205153,Summer
35.130891826420815,39.61681024930226,19.042302105917376,Summer
33.841720418541065,40.632955045796535,15.434042231954411,Summer
35.28859308243053,40.0401954727601,19.07981181797696,Summer
33.395913292581426,39.68225833999846,19.907837877065546,Summer
36.75587165987549,39.54304453737159,20.58635386913916,Summer
36.40848466081069,39.3804061023204,19.39740799734301,Summer
34.110396622836944,39.43980089348832,20.25161633407277,Summer
33.82254365576014,38.778129410576874,20.8228854579419,Summer
35.93428006300876,39.350457117071805,23.160419395016824,Summer
35.4665565966329,39.58522737518992,15.484552160295763,Summer
34.665667917818496,40.971415433615924,22.405480541549085,Summer
34.76785618045014,37.997779995449775,22.58344279549593,Summer
34.39242856951141,38.58286276318885,18.097413078586115,Summer
36.26189338199274,40.33792738736567,20.617360480920482,Summer
36.4511020508687,40.1972527047444,20.573240402206483,Summer
34.47918757182549,38.79774789166963,16.75123042445428,Summer
34.1156015019678,38.42720656729149,17.67504726253719,Summer
33.23932554707245,38.7470425828172,18.845821839610167,Summer
35.41637436275276,41.53998174195804,21.636150249822737,Summer
34.35060037865469,40.20494431861488,21.324325124126794,Summer
35.63422656376003,40.064890048115444,21.283221118927067,Summer
34.51367934667059,40.78577066071248,21.019667264931595,Summer
33.08331616147348,38.67531057220927,24.590162505362258,Summer
36.939062749999025,40.85205562868367,21.052952333323667,Summer
33.735219905383495,39.17223349589204,20.257653278485204,Summer
34.50150225165845,38.456479388109514,20.38252473885419,Summer
35.30979740972252,41.38345821921923,19.434178985932412,Summer
34.169300901465064,39.74025640055133,19.78236951653708,Summer
35.14939699693356,38.58930474870378,22.42596853970276,Summer
35.11580111167453,40.81996839983621,21.857243096623556,Summer
35.39457209440152,41.17602905598885,21.776587937766323,Summer
37.47877213243822,40.60264727782395,19.03664834892183,Summer
35.455131112766175,39.857525131484174,20.055143514711602,Summer
36.52901899854416,39.44249145777055,18.620141613755667,Summer
33.55640037697786,40.821311188963584,18.767068686333953,Summer
35.48432378802915,40.27912225838468,18.90120038567904,Summer
34.929790256926566,39.356933373767916,17.21698196133449,Summer
34.95891606423525,39.46733696411914,20.11063845288106,Summer
35.07294895614842,40.11391542437397,20.207366417667068,Summer
33.123975643063716,39.38018151777917,15.305022071938385,Summer
36.66768683661862,39.525427940648456,23.059823134869685,Summer
34.70796813281631,38.43370035087431,16.049375536254104,Summer
34.28321542396108,39.02195596688435,21.432668207017187,Summer
34.28958566443057,38.98456569745194,19.058118462345252,Summer
35.300756931818,39.4901861770455,20.558723887720863,Summer
33.68023689335973,40.06793998456982,19.499210740713668,Summer
35.43992347620037,40.144620904262844,19.870794338018026,Summer
34.533881918682255,39.6203838991143,23.25533928813452,Summer
34.99008062505897,41.08799893549477,18.9452742151476,Summer
36.50399323767785,40.31373331266176,20.642918383569256,Summer
34.185629615627576,39.767743474629114,21.455023532277163,Summer
33.967306726081446,39.07229152825005,24.40466653391156,Summer
36.14761060794021,40.94232290664355,19.032066567604502,Summer
34.323027196227194,38.169606125103456,19.958952752914456,Summer
